AppSize_Bytes,Price,TotalRatingCount,TotalRatingCount_CurrentVersion,AppType,SupportDeviceNum,DisplayedScreenshotNum,SupportLanguageNum,RatingLevel
10612736,2.99000001,2798,357,Weather,24,5,1,High Rating
624107810,0.99000001,288713.31,7072.54,Games,43,5,13,High Rating
19643392,0,7131,17,Games,38,5,13,High Rating
537749504,14.98999977,4558,225,Games,40,5,12,High Rating
634097664,2.99000001,18758,44,Games,40,4,9,High Rating
229460992,0,1191,572,Games,40,3,1,High Rating
82700288,2.99000001,2347,91,Games,38,5,6,High Rating
131249152,0,53496,321,Games,38,5,1,High Rating
74910720,2.99000001,337,55,Entertainment,37,0,13,High Rating
133555200,2.99000001,754,168,Finance,37,5,33,High Rating
25895936,0,32020,192,Games,38,2,1,High Rating
153812992,0.99000001,958,757,Games,40,5,1,High Rating
230893568,0,833,45,Games,40,1,33,High Rating
34612224,2.99000001,27,8,Education,40,5,1,High Rating
89306112,0,100,19,Games,38,5,1,High Rating
250047488,0,1017,912,Games,38,5,1,High Rating
44249088,0,1,1,Games,43,5,16,High Rating
99192832,0,426,29,Games,38,5,6,High Rating
114503680,0.99000001,19,0,Games,37,5,1,High Rating
184689664,0,1590,6,Entertainment,38,0,2,High Rating
122429440,0.99000001,26419,1157,Games,43,5,1,High Rating
183046144,1.99000001,12162,57,Games,40,5,1,High Rating
86968320,0,2333,0,Weather,38,0,3,High Rating
507508522,13.98999977,5180,3723,Games,43,0,1,High Rating
109300736,0,16221,165,Photo & Video,37,5,1,High Rating
205271040,0,117338,7072.54,Games,43,5,15,High Rating
167030784,14.98999977,1808,212,Games,43,5,12,High Rating
191706112,6.989999771,608,96,Games,40,5,10,High Rating
97841152,2.99000001,1501,60,Food & Drink,37,5,1,High Rating
36186112,4.989999771,149,1,Business,37,5,12,High Rating
44426240,0,22,1,Games,40,4,2,High Rating
118829056,4.989999771,259,3,Games,40,0,1,High Rating
101882880,0,1538,17,Social Networking,37,4,34,High Rating
896630784,3.99000001,110,110,Games,25,4,8,High Rating
57729024,0.99000001,53,43,Games,43,5,16,High Rating
62734336,0,1702,580,Food & Drink,37,0,9,High Rating
60974080,0.99000001,118,26,Games,40,5,13,High Rating
78232576,0,3682,14,Health & Fitness,37,0,1,High Rating
660983808,0,3047,42,Games,37,4,3,High Rating
79211520,0,2645,6,Games,37,5,7,High Rating
46557184,0,17,17,Games,37,2,1,High Rating
110957568,0,3413,291,Games,37,5,1,High Rating
118456320,0,4222,318,Games,37,5,10,High Rating
967158784,6.989999771,58,58,Games,37,5,4,High Rating
29727744,0,210,21,Games,37,5,1,High Rating
196617216,0,1,1,Games,37,5,1,High Rating
65469440,0,468,1,Games,37,5,1,High Rating
31505408,4.989999771,2027,2,Entertainment,37,5,33,High Rating
135044096,0,287589,7072.54,Social Networking,24,0,34,High Rating
127284224,0,150158,3392,Weather,37,2,8,High Rating
144661504,0,558,0,Shopping,37,0,4,High Rating
3900805.12,0,29,0,Games,37,1,2,High Rating
41161832,0.99000001,835,835,Games,43,5,1,High Rating
1475972362,0,16852,457,Games,37,5,1,High Rating
292712448,1.99000001,6419,531,Games,40,0,1,High Rating
68042752,2.99000001,6645,629,Utilities,24,5,14,High Rating
135982080,0,1533,15,Education,37,5,7,High Rating
766031872,1.99000001,2027,172,Games,38,5,1,High Rating
14583808,2.99000001,859,52,Health & Fitness,24,0,1,High Rating
140515328,0,147,40,Games,37,5,1,High Rating
153622528,0,277,2,Games,37,5,11,High Rating
143093760,0.99000001,256,225,Games,40,5,1,High Rating
69587968,7.989999771,1,1,Reference,38,5,1,High Rating
39518208,0,37,37,Entertainment,38,2,1,High Rating
786240512,0,1368,766,Games,37,5,15,High Rating
177516544,0,93,79,Games,38,5,1,High Rating
276776960,0,26,15,Games,40,5,12,High Rating
3900805.12,1.99000001,1,1,Photo & Video,37,0,2,High Rating
123773952,0,15290,523,Games,38,5,12,High Rating
93580288,0,1931,183,Games,37,5,1,High Rating
112401408,0,27,27,Games,38,5,2,High Rating
169009152,2.99000001,25475,71,Utilities,37,4,11,High Rating
113814528,0,3194,18,Sports,37,5,13,High Rating
92966912,0,8176,13,News,37,5,1,High Rating
36758528,0.99000001,6374,66,Photo & Video,37,5,21,High Rating
171482112,0,41108,258,Games,38,5,34,High Rating
36002816,1.99000001,4243,48,Utilities,37,5,2,High Rating
26597376,9.989999771,183,14,Photo & Video,35,4,21,High Rating
97505280,0,126233,7072.54,Games,40,5,9,High Rating
206322688,3.99000001,953,202,Entertainment,37,5,1,High Rating
51133440,3.99000001,1189,11,Health & Fitness,37,5,6,High Rating
73193472,0,31,1,Book,37,5,1,High Rating
45313024,0,236,3,Health & Fitness,37,4,1,High Rating
206561280,2.99000001,1286,43,Entertainment,43,4,18,High Rating
271538176,0,16460,276,Games,38,5,10,High Rating
955524096,0,12124,961,Games,37,5,10,High Rating
74444800,0,125,6,Entertainment,37,0,1,High Rating
145373184,0,23967,240,Entertainment,37,5,8,High Rating
5267456,5.989999771,17,3,Music,24,5,1,High Rating
466015232,0,1,1,Games,40,5,1,High Rating
52959232,0,17588,7072.54,Reference,38,3,2,High Rating
386007040,2.99000001,61,61,Education,38,5,1,High Rating
23376896,2.99000001,10,10,Games,38,5,1,High Rating
50155520,1.99000001,3393,77,Education,43,5,1,High Rating
25137152,1.99000001,1121,209,Games,43,5,1,High Rating
73111552,0,56399,98,Entertainment,24,5,13,High Rating
123238400,0,78,0,Social Networking,37,0,1,High Rating
41123840,0,9975,15,Music,37,1,1,High Rating
49803264,2.99000001,2028,489,Games,26,4,1,High Rating
113020928,2.99000001,42078,141,Games,40,0,15,High Rating
68952064,0,47,0,Finance,38,4,2,High Rating
103740416,0,741,161,Games,37,5,15,High Rating
315658240,0.99000001,3699,827,Games,43,5,11,High Rating
131635200,0,4293,44,Photo & Video,37,5,16,High Rating
174596096,0,6077,157,Education,37,3,8,High Rating
164829184,2.99000001,102,14,Reference,40,4,1,High Rating
94069760,0,6624,12,Games,40,5,1,High Rating
207793152,3.99000001,431,46,Games,37,5,1,High Rating
774814720,6.989999771,75,52,Games,37,5,3,High Rating
55447552,0,1521,129,Games,38,5,1,High Rating
234680320,0.99000001,53,49,Games,40,5,2,High Rating
506650624,0,447,1,Games,37,5,7,High Rating
151495680,0,225,52,Games,38,5,21,High Rating
218329088,0,18,18,Games,40,5,1,High Rating
138152960,0,1202,13,Games,40,5,2,High Rating
54171648,0,53,3,Games,37,4,1,High Rating
3900805.12,2.99000001,8,3,Music,37,5,1,High Rating
68666368,0,136,4,Games,40,4,11,High Rating
53690368,0,32,32,Games,38,5,13,High Rating
59320320,0,2,2,Games,40,5,2,High Rating
62373888,0.99000001,8718,381,Games,43,5,1,High Rating
42757772,1.99000001,65,17,Games,43,5,1,High Rating
73945088,0,62,1,Book,37,5,2,High Rating
52169728,1.99000001,1372,378,Photo & Video,37,5,2,High Rating
,4.989999771,3517,1187,Games,38,5,11,High Rating
268521472,0,75822,1321,Games,38,5,1,High Rating
80953344,0.99000001,258,172,Games,38,5,16,High Rating
170766336,0.99000001,1892,1574,Games,40,5,1,High Rating
57919488,0,2246,224,Photo & Video,37,5,17,High Rating
239798272,1.99000001,67,4,Games,37,5,1,High Rating
1323163648,7.989999771,1350,388,Games,25,5,7,High Rating
227164160,0,169,169,Games,40,5,1,High Rating
23289856,9.989999771,93,17,Productivity,37,5,2,High Rating
179871744,0,360,360,Games,40,5,11,High Rating
19379200,0,339,11,Entertainment,37,5,14,High Rating
68177920,0,20,3,Games,38,5,2,High Rating
27295744,1.99000001,413,406,Reference,38,4,1,High Rating
107376640,0,683,8,Games,38,5,16,High Rating
33091584,0,7,7,Games,40,0,2,High Rating
222874624,2.99000001,47,4,Games,38,5,1,High Rating
92825600,0.99000001,87,37,Utilities,37,3,1,High Rating
131863552,0,1089,327,Games,37,5,11,High Rating
221721600,0,116,7,Games,37,5,1,High Rating
993859584,4.989999771,721,443,Games,25,5,1,High Rating
97951744,0,6430,2225,Games,38,5,1,High Rating
126312448,1.99000001,6780,68,Games,38,0,5,High Rating
34405376,6.989999771,1218,11,Music,38,5,12,High Rating
65608704,0,2661,41,Utilities,37,1,8,High Rating
108412928,1.99000001,219,0,Photo & Video,37,5,4,High Rating
1475972362,4.989999771,18822,25,Games,37,5,10,High Rating
109892608,0,2369,11,Entertainment,37,4,8,High Rating
51005440,1.99000001,9035,72,Entertainment,37,4,11,High Rating
14417920,3.99000001,63,0,Music,37,4,3,High Rating
81352704,1.99000001,6424,533,Lifestyle,37,5,13,High Rating
70488064,0,1467,70,Games,43,5,1,High Rating
96100352,1.99000001,5956,5956,Games,43,5,1,High Rating
163222528,0,6570,152,Games,38,5,1,High Rating
172691456,4.989999771,1976,377,Business,37,5,14,High Rating
147472384,0,572,74,Games,40,5,10,High Rating
102620160,0,1105,149,Games,38,4,1,High Rating
68730880,4.989999771,497,112,Games,37,5,16,High Rating
610393088,2.99000001,316,35,Education,37,5,10,High Rating
95689728,2.99000001,7,1,Education,38,5,1,High Rating
105894912,0.99000001,15,15,Games,38,0,1,High Rating
70547456,0,78,59,Games,37,1,2,High Rating
3900805.12,1.99000001,99,36,Games,37,0,1,High Rating
133085184,2.99000001,186,71,Education,38,5,18,High Rating
182045696,0.99000001,43,13,Games,38,4,1,High Rating
58624000,0,1648,180,Games,40,5,1,High Rating
38429696,0,14263,3,Games,37,5,1,High Rating
31147008,2.99000001,63,7,Photo & Video,37,5,13,High Rating
16332800,2.99000001,1293,31,Travel,37,5,11,High Rating
142101504,0,6478,21,Photo & Video,37,0,5,High Rating
66056192,0,12669,291,Games,40,5,1,High Rating
656429019,15.98999977,1992,1583,Games,26,5,1,High Rating
58882048,0,124618,7072.54,Games,40,5,7,High Rating
55357440,2.99000001,2286,1060,Entertainment,26,4,13,High Rating
91877376,2.99000001,333,140,Health & Fitness,37,4,1,High Rating
69952512,0,22324,543,Games,40,5,6,High Rating
71896064,0,7573,142,Social Networking,40,3,8,High Rating
52457472,4.989999771,121,17,Education,37,5,2,High Rating
55710720,1.99000001,112,8,Education,37,5,1,High Rating
1361486848,5.989999771,669,222,Games,38,5,1,High Rating
36531200,0,4944,564,Games,37,5,1,High Rating
30080000,4.989999771,162,54,Business,37,3,4,High Rating
1177923584,4.989999771,484,368,Games,38,5,1,High Rating
138006528,0.99000001,476,476,Games,40,5,1,High Rating
672897024,0,265,12,Games,40,5,5,High Rating
14761984,0,1760,12,Health & Fitness,24,0,1,High Rating
3900805.12,0,513,224,Lifestyle,37,0,1,High Rating
39504896,4.989999771,183,0,Games,38,5,1,High Rating
55823360,0,2,2,Games,37,5,4,High Rating
107933696,0,139,139,Games,43,5,1,High Rating
54827008,3.99000001,1039,987,Business,37,4,13,High Rating
191881216,0,142,8,Games,35,5,1,High Rating
245804032,0,3141,280,Games,37,5,11,High Rating
73332736,0.99000001,649,11,Photo & Video,37,5,1,High Rating
152671232,2.99000001,206,2,Reference,37,5,3,High Rating
55030784,0,131695,1102,Music,37,5,12,High Rating
55156736,4.989999771,1294,113,Business,37,5,9,High Rating
58599424,0,20805,2995,Games,40,5,1,High Rating
53489664,0.99000001,1151,129,Entertainment,43,0,13,High Rating
107032576,0,65201,148,Games,38,4,13,High Rating
33780714,0.99000001,1,1,Games,43,5,1,High Rating
34791424,0,19,0,Shopping,38,5,2,High Rating
92380160,0,6677,78,Shopping,37,4,2,High Rating
1265238016,4.989999771,1784,884,Games,38,5,1,High Rating
95154176,1.99000001,5285,259,Health & Fitness,37,5,2,High Rating
71068672,0,1645,109,Food & Drink,37,0,1,High Rating
53652480,0,139,100,Games,38,5,1,High Rating
72579072,0,24244,215,Shopping,37,4,1,High Rating
187704320,4.989999771,901,12,Games,24,5,1,High Rating
,27.98999977,649,39,Book,37,5,1,High Rating
142936064,0,10778,683,Productivity,37,5,1,High Rating
14828544,2.99000001,5969,41,Games,37,5,1,High Rating
110904320,0,1465,45,Games,38,5,5,High Rating
497758208,4.989999771,20,3,Education,24,5,1,High Rating
560714752,2.99000001,22,14,Games,40,5,9,High Rating
56591360,1.99000001,118,29,Games,38,5,4,High Rating
164455424,0,172,0,Games,37,5,1,High Rating
59053056,0,154,33,Games,38,5,1,High Rating
47372288,0,1,1,Games,38,5,1,High Rating
27196416,0.99000001,98851,478,Games,38,0,1,High Rating
143166464,0,16819,348,Health & Fitness,37,5,12,High Rating
161335296,0,2082,12,Photo & Video,37,0,6,High Rating
136221696,0,10618,267,Photo & Video,37,0,19,High Rating
3905536,1.99000001,2,2,Productivity,37,3,2,High Rating
1213626368,0,18735,46,Games,37,5,16,High Rating
57243648,2.99000001,1536,9,Lifestyle,37,0,11,High Rating
55441408,0,27,2,Games,38,0,5,High Rating
1264988160,4.989999771,756,308,Games,37,5,1,High Rating
250955776,2.99000001,75,7,Education,40,5,16,High Rating
94819328,4.989999771,270,51,Games,40,5,1,High Rating
506323968,9.989999771,180,63,Productivity,37,5,1,High Rating
128863232,0,310,85,Games,40,5,1,High Rating
41987072,0.99000001,53,53,Games,38,5,1,High Rating
49263616,6.989999771,29,0,Food & Drink,37,5,2,High Rating
68073472,5.989999771,3230,5,Utilities,37,5,7,High Rating
226899968,0,70122,251,Games,24,5,1,High Rating
21118976,5.989999771,875,123,Business,37,0,7,High Rating
12115968,1.99000001,108,6,Photo & Video,37,3,1,High Rating
58532864,1.99000001,397,3,Games,24,5,1,High Rating
30552064,0,97368,9,Entertainment,37,5,9,High Rating
176737280,0,5090,6,Games,37,5,1,High Rating
87713792,2.99000001,5102,114,Education,40,5,18,High Rating
139517952,0,1047,36,Games,38,5,17,High Rating
126610432,0,7072,150,Games,37,5,10,High Rating
,6.989999771,54,54,Games,24,5,4,High Rating
321781760,2.99000001,35,1,Education,37,5,1,High Rating
1084403712,6.989999771,86,86,Games,38,5,5,High Rating
9922560,0.99000001,22,1,Entertainment,37,4,1,High Rating
713567232,2.99000001,33,33,Games,40,5,1,High Rating
65866752,0,184,99,Games,38,4,31,High Rating
29114368,0,299,78,Productivity,38,5,1,High Rating
68929536,0,105,105,Games,38,1,1,High Rating
121892864,0,94,17,Games,37,5,1,High Rating
704336896,0,227,120,Games,37,5,5,High Rating
138964992,0,5170,154,Games,37,5,1,High Rating
35524608,0,197,168,Games,38,5,1,High Rating
18165760,1.99000001,299,28,Food & Drink,38,0,1,High Rating
101923840,0,168,0,Productivity,37,5,2,High Rating
61595648,4.989999771,5397,476,Games,40,5,7,High Rating
107184128,0,84,0,Lifestyle,37,5,2,High Rating
136421376,0,383,0,News,38,0,1,High Rating
375949016,4.989999771,168,168,Games,26,5,4,High Rating
20853760,2.99000001,322,13,Education,37,5,1,High Rating
240198656,0,81648,9,Games,38,5,8,High Rating
132628480,0,4283,106,Health & Fitness,37,5,14,High Rating
159452160,3.99000001,1187,10,Food & Drink,37,5,2,High Rating
157003776,0.99000001,206,206,Games,40,5,1,High Rating
272736256,0,181,35,Games,38,5,1,High Rating
521508864,0,5111,354,Games,38,5,1,High Rating
86596608,0,145,145,Games,40,5,1,High Rating
99457024,1.99000001,795,781,Health & Fitness,37,5,2,High Rating
30369792,2.99000001,7410,82,Reference,37,5,1,High Rating
197306368,0,16358,1816,Games,37,3,1,High Rating
94053376,0.99000001,132,1,Travel,37,0,2,High Rating
52539392,0.99000001,826,135,Games,43,5,1,High Rating
61468672,2.99000001,1478,72,Games,43,5,16,High Rating
103659520,7.989999771,493,2,Productivity,38,5,13,High Rating
26939392,4.989999771,8,0,Music,37,5,2,High Rating
35096576,0.99000001,10703,0,Games,40,0,11,High Rating
141524992,1.99000001,181,3,Games,37,5,5,High Rating
6323200,3.99000001,525,140,Utilities,38,5,1,High Rating
95378432,0,16221,262,Photo & Video,38,5,4,High Rating
138738688,0,21601,14,Games,38,5,19,High Rating
80462848,1.99000001,32,5,Games,38,5,1,High Rating
61550592,0.99000001,1,1,Games,43,4,1,High Rating
147190784,0,230289,411,Games,37,5,1,High Rating
137282560,0,46384,3041,Games,38,5,7,High Rating
201636864,0,795,43,Games,38,5,10,High Rating
257843200,0,360,100,Games,38,5,1,High Rating
121593856,1.99000001,28,12,Games,37,5,2,High Rating
166354944,0,6700,5964,Photo & Video,37,5,12,High Rating
66203648,0,1187,108,Games,37,5,1,High Rating
47260672,0,1,1,Games,40,0,2,High Rating
80547840,0,4440,495,Games,38,3,1,High Rating
912822272,6.989999771,65,65,Games,37,5,5,High Rating
32848910,1.99000001,4088,436,Games,43,4,1,High Rating
226406400,0,1990,0,Utilities,38,0,1,High Rating
9162752,3.99000001,425,11,Productivity,37,5,4,High Rating
87581696,1.99000001,1915,38,Games,38,5,1,High Rating
75580416,2.99000001,2334,298,Health & Fitness,37,5,1,High Rating
140154880,0,3115,87,Health & Fitness,37,0,1,High Rating
166305792,0,3979,374,Games,37,5,12,High Rating
11301888,0,285,88,Utilities,38,2,2,High Rating
15790080,3.99000001,6981,628,Games,37,5,1,High Rating
43115520,9.989999771,900,15,Productivity,24,5,6,High Rating
285004800,0,139486,137,Games,38,5,1,High Rating
83378176,0.99000001,1108,748,Games,39,5,26,High Rating
51140608,0,676,390,Games,40,5,1,High Rating
29690880,1.99000001,21347,1187,Games,37,5,6,High Rating
307658752,0,444,167,Games,40,4,1,High Rating
135132160,2.99000001,94,26,Productivity,38,5,20,High Rating
76367872,4.989999771,110,0,Productivity,37,5,4,High Rating
124185600,0,247809,217,Entertainment,37,5,13,High Rating
133328896,0,7907,47,Business,24,0,1,High Rating
923066368,6.989999771,248,23,Games,24,5,4,High Rating
,20.98999977,1502,63,Games,38,5,5,High Rating
98378752,0,1781,573,Games,37,5,9,High Rating
83400704,0,27,0,Food & Drink,37,0,1,High Rating
91570176,3.99000001,10,10,Book,37,5,1,High Rating
166528000,0,6,6,Games,40,4,1,High Rating
99209216,0,58,3,Games,38,5,1,High Rating
210697216,0,110,7,Education,38,5,1,High Rating
64120832,3.99000001,13,0,Education,40,5,14,High Rating
101600256,0,14,9,Games,38,5,1,High Rating
33946624,0,11,8,Games,37,5,1,High Rating
233513984,2.99000001,10046,7,Health & Fitness,37,0,9,High Rating
55815168,2.99000001,7308,15,Productivity,37,5,30,High Rating
59846656,1.99000001,2548,5,Education,37,5,1,High Rating
81558528,0,105274,1774,Book,37,5,5,High Rating
12783616,0.99000001,208,13,Entertainment,38,4,1,High Rating
301896704,0,288713.31,249,Games,40,5,8,High Rating
160900096,0,57,0,Travel,37,5,3,High Rating
58479616,2.99000001,3464,42,Games,24,5,11,High Rating
99624960,0,15605,1288,Photo & Video,37,1,23,High Rating
128416768,0,804,0,Health & Fitness,38,0,2,High Rating
31154176,6.989999771,530,526,Photo & Video,43,5,28,High Rating
389505024,0,151,5,Games,40,5,1,High Rating
1475972362,1.99000001,2917,2550,Games,37,4,1,High Rating
108698624,0,8227,178,Games,24,5,1,High Rating
97669120,0.99000001,1030,911,Games,43,5,1,High Rating
221777920,1.99000001,371,162,Education,40,4,17,High Rating
1196982272,3.99000001,510,510,Games,37,4,9,High Rating
196369408,0,32395,469,Games,40,5,6,High Rating
413569024,2.99000001,3,3,Education,38,0,1,High Rating
264025088,0.99000001,50,50,Games,38,5,1,High Rating
18821120,0,5934,797,Productivity,37,2,1,High Rating
76452864,6.989999771,1726,443,Travel,37,5,17,High Rating
28209152,3.99000001,187,8,Utilities,37,0,11,High Rating
80876544,0,130,129,Games,40,3,1,High Rating
192527360,0,180,7,Games,40,5,6,High Rating
598120448,0,1283,171,Entertainment,38,5,10,High Rating
202745856,0,473,217,Games,38,5,1,High Rating
33304576,0,155,60,Games,38,5,1,High Rating
35864576,9.989999771,196,3,Productivity,38,5,2,High Rating
695603200,0,288713.31,1832,Games,38,5,12,High Rating
111136768,1.99000001,1127,25,Games,40,2,1,High Rating
1161168896,4.989999771,20113,1153,Games,43,3,8,High Rating
8620032,3.99000001,105,28,Sports,38,5,1,High Rating
101650432,2.99000001,9021,37,Photo & Video,37,5,9,High Rating
51849216,0.99000001,3282,3,Games,37,5,26,High Rating
132188160,2.99000001,895,25,Entertainment,40,5,18,High Rating
3900805.12,0.99000001,195,70,Lifestyle,43,2,1,High Rating
80607232,2.99000001,343,10,Education,38,5,1,High Rating
4810752,1.99000001,46,4,Utilities,37,5,6,High Rating
98542592,2.99000001,45,14,Health & Fitness,40,5,1,High Rating
126493696,0.99000001,67,1,Finance,37,0,1,High Rating
38805504,0,199,199,Games,43,3,16,High Rating
137212928,0,147,0,Social Networking,37,0,2,High Rating
104366080,0,26,0,Games,40,0,1,High Rating
129610752,2.99000001,155,146,Games,40,5,1,High Rating
38733824,3.99000001,1075,661,Games,38,4,11,High Rating
100264960,0,191,135,Games,37,5,2,High Rating
167815168,0,820,0,Games,38,5,16,High Rating
138093568,0,267,68,Games,37,5,2,High Rating
699091968,0,1815,67,Games,37,5,1,High Rating
81683456,0,21,21,Games,40,2,1,High Rating
131723264,0,291,0,Travel,37,5,1,High Rating
17691648,0,26,3,Games,37,4,2,High Rating
1475972362,0,288713.31,3493,Games,38,5,1,High Rating
117793792,0,1636,125,Music,37,5,22,High Rating
338566144,4.989999771,2767,539,Games,40,5,1,High Rating
22286336,0,172686,2026,Games,38,4,13,High Rating
117224448,0,2154,1269,Entertainment,37,5,14,High Rating
130527232,2.99000001,444,4,Games,38,5,3,High Rating
141687808,0,28216,1508,Games,38,5,8,High Rating
161026048,0,6841,139,Games,37,5,15,High Rating
332068864,0,1460,7,Games,38,5,21,High Rating
111104000,0,229,13,Games,40,5,2,High Rating
103895040,13.98999977,499,126,Reference,37,0,11,High Rating
1253449728,6.989999771,68,68,Games,38,5,5,High Rating
213266432,0,1523,158,Games,38,5,16,High Rating
60169216,0,25,2,News,38,0,3,High Rating
386605056,0,85,4,Games,38,5,9,High Rating
202311680,0,741,16,Shopping,37,0,1,High Rating
166257664,0,111,8,Games,38,5,6,High Rating
170365952,3.99000001,31,9,Education,40,5,20,High Rating
1143723008,6.989999771,49,49,Games,37,5,4,High Rating
20476928,0,2791,55,Games,38,5,11,High Rating
39835648,2.99000001,1986,14,Entertainment,24,5,11,High Rating
146078720,1.99000001,84,4,Games,40,2,1,High Rating
30717952,0.99000001,1338,202,Photo & Video,37,5,1,High Rating
80564224,0.99000001,155,151,Games,39,4,1,High Rating
53638144,0.99000001,885,28,Games,37,0,1,High Rating
318521344,1.99000001,805,163,Games,38,5,1,High Rating
58649600,0,960,130,Health & Fitness,37,5,12,High Rating
40559616,1.99000001,82,82,Book,37,5,1,High Rating
373096448,4.989999771,225,37,Games,37,5,1,High Rating
175010816,0,1776,45,Games,37,5,7,High Rating
98185216,0,340,30,Games,37,5,1,High Rating
55445504,0,117470,7072.54,Games,40,5,1,High Rating
303671296,1.99000001,10,0,Games,37,5,1,High Rating
515490816,0,571,35,Games,37,5,1,High Rating
65435648,2.99000001,17,2,Games,37,4,1,High Rating
85477376,0,538,8,Games,40,5,1,High Rating
7344128,0.99000001,22,1,Entertainment,37,0,1,High Rating
70707916,1.99000001,2929,966,Reference,43,0,2,High Rating
41691136,1.99000001,4913,1,Games,37,3,15,High Rating
123991040,0,2860,4,Social Networking,37,0,1,High Rating
104902656,0,123268,64,Photo & Video,37,4,7,High Rating
167641088,0,15336,332,Games,43,5,9,High Rating
121899008,0,3896,251,Photo & Video,37,0,11,High Rating
33284096,0.99000001,2114,178,Games,38,5,6,High Rating
783700992,0,9287,41,Games,37,5,1,High Rating
52018176,0,173,1,Games,37,1,11,High Rating
77918208,0.99000001,12,0,Finance,37,5,2,High Rating
63954944,0,176514,1310,Games,38,5,1,High Rating
74420224,0,8922,1196,Games,38,5,3,High Rating
403637248,4.989999771,3742,236,Games,37,1,1,High Rating
16869376,0,4267,800,Photo & Video,37,5,2,High Rating
657721344,0,3120,147,Games,37,5,6,High Rating
94483456,1.99000001,12,6,Games,40,5,1,High Rating
68282368,0,375,24,Photo & Video,37,0,24,High Rating
12190720,0,10,6,Productivity,38,3,2,High Rating
150571008,0,8402,1277,Games,38,5,7,High Rating
106405888,0,497,497,Games,43,5,1,High Rating
11595776,1.99000001,9,1,Productivity,37,5,5,High Rating
340319232,4.989999771,133,54,Games,37,5,1,High Rating
615645184,4.989999771,1709,52,Games,38,5,1,High Rating
102046720,0.99000001,3,3,Games,38,5,1,High Rating
88672256,0,1505,79,Games,40,5,1,High Rating
156213248,0,69,25,Games,40,5,1,High Rating
169535488,0,14,4,Games,37,5,1,High Rating
234123264,1.99000001,1506,198,Games,26,5,6,High Rating
89168896,14.98999977,1343,1,Education,37,4,26,High Rating
215178240,2.99000001,571,28,Medical,37,5,4,High Rating
161118208,4.989999771,6891,34,Games,37,5,1,High Rating
53620736,0.99000001,1766,397,Games,43,5,30,High Rating
142803968,0,6808,9,Health & Fitness,37,5,8,High Rating
78533632,0,5684,33,Lifestyle,37,5,5,High Rating
108079104,0,12617,99,Shopping,37,5,5,High Rating
162003968,3.99000001,849,113,Games,38,5,1,High Rating
199993344,0,64259,138,Productivity,37,4,34,High Rating
131652608,0,21733,82,Games,37,5,19,High Rating
1475972362,2.99000001,1,1,Games,36,0,5,High Rating
395749376,0.99000001,36,4,Games,37,5,1,High Rating
